SEND_SQL,SEND_DATABASE,RECEIVE_DATABASE,DEST,TRANS_STATUS,SEND_DATE_UTC,SEND_DATE_LOC,SEND_UTC_OFFSET,SEND_DATA_ROW,SEND_RECORD,SEND_VOLUME,SIZE_IN_MB,SEND_IDRS_NODE,REC_IDRS_NODE,SEND_PRODUCT,REC_PRODUCT,SEND_BU,REC_BU,SEND_COUNTRY,REC_COUNTRY,RECEIVE_DATE_UTC,RECEIVE_DATE_LOC,REC_UTC_OFFSET,BATCH_NAME,BATCH_DATE
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/1/2019 18:55,6/1/2019 18:55,+00:00,710452,710475,870793809,830.45,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/1/2019 18:59,6/1/2019 18:59,+00:00,ITSCPIX2,6/1/2019 18:55
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/2/2019 18:53,6/2/2019 18:53,+00:00,407688,407711,499778494,476.63,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/2/2019 18:55,6/2/2019 18:55,+00:00,ITSCPIX2,6/2/2019 18:53
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/3/2019 18:58,6/3/2019 18:58,+00:00,1519228,1519251,999016438,952.74,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/3/2019 19:00,6/3/2019 19:00,+00:00,ITSCPIX2,6/3/2019 18:58
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/4/2019 18:56,6/4/2019 18:56,+00:00,1341033,1341056,999774293,953.46,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/4/2019 19:00,6/4/2019 19:00,+00:00,ITSCPIX2,6/4/2019 18:56
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/5/2019 18:58,6/5/2019 18:58,+00:00,1334527,1334550,999754592,953.44,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/5/2019 19:00,6/5/2019 19:00,+00:00,ITSCPIX2,6/5/2019 18:58
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/6/2019 18:59,6/6/2019 18:59,+00:00,1268683,1268706,999021116,952.74,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/6/2019 19:00,6/6/2019 19:00,+00:00,ITSCPIX2,6/6/2019 18:59
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/7/2019 18:59,6/7/2019 18:59,+00:00,1149780,1149803,999215959,952.93,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/7/2019 19:00,6/7/2019 19:00,+00:00,ITSCPIX2,6/7/2019 18:59
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/8/2019 18:56,6/8/2019 18:56,+00:00,603382,603405,739528115,705.27,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/8/2019 19:01,6/8/2019 19:01,+00:00,ITSCPIX2,6/8/2019 18:56
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/9/2019 18:53,6/9/2019 18:53,+00:00,405035,405058,496550293,473.55,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/9/2019 18:56,6/9/2019 18:56,+00:00,ITSCPIX2,6/9/2019 18:53
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/10/2019 18:54,6/10/2019 18:54,+00:00,1295174,1295197,999629928,953.32,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/10/2019 18:57,6/10/2019 18:57,+00:00,ITSCPIX2,6/10/2019 18:54
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/11/2019 19:00,6/11/2019 19:00,+00:00,1359603,1359626,999603407,953.3,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/11/2019 19:01,6/11/2019 19:01,+00:00,ITSCPIX2,6/11/2019 19:00
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/12/2019 18:59,6/12/2019 18:59,+00:00,1400073,1400096,999182013,952.89,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/12/2019 19:01,6/12/2019 19:01,+00:00,ITSCPIX2,6/12/2019 18:59
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/13/2019 19:00,6/13/2019 19:00,+00:00,1366969,1366992,999535861,953.23,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/13/2019 19:02,6/13/2019 19:02,+00:00,ITSCPIX2,6/13/2019 19:00
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/14/2019 19:01,6/14/2019 19:01,+00:00,1346516,1346539,999419265,953.12,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/14/2019 19:02,6/14/2019 19:02,+00:00,ITSCPIX2,6/14/2019 19:01
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/15/2019 18:56,6/15/2019 18:56,+00:00,694455,694478,851167963,811.74,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/15/2019 18:57,6/15/2019 18:57,+00:00,ITSCPIX2,6/15/2019 18:56
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/16/2019 18:53,6/16/2019 18:53,+00:00,399769,399792,490074077,467.37,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/16/2019 18:57,6/16/2019 18:57,+00:00,ITSCPIX2,6/16/2019 18:53
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/17/2019 18:56,6/17/2019 18:56,+00:00,1564616,1564639,999680852,953.37,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/17/2019 18:58,6/17/2019 18:58,+00:00,ITSCPIX2,6/17/2019 18:56
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/18/2019 18:58,6/18/2019 18:58,+00:00,1436023,1436046,999218342,952.93,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/18/2019 19:03,6/18/2019 19:03,+00:00,ITSCPIX2,6/18/2019 18:58
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/19/2019 19:00,6/19/2019 19:00,+00:00,1449791,1449814,999056545,952.77,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/19/2019 19:03,6/19/2019 19:03,+00:00,ITSCPIX2,6/19/2019 19:00
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/20/2019 18:57,6/20/2019 18:57,+00:00,1112271,1112294,999399556,953.1,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/20/2019 18:58,6/20/2019 18:58,+00:00,ITSCPIX2,6/20/2019 18:57
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/21/2019 18:57,6/21/2019 18:57,+00:00,1200491,1200514,999564331,953.26,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/21/2019 18:58,6/21/2019 18:58,+00:00,ITSCPIX2,6/21/2019 18:57
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/22/2019 18:56,6/22/2019 18:56,+00:00,614198,614221,752831782,717.96,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/22/2019 18:58,6/22/2019 18:58,+00:00,ITSCPIX2,6/22/2019 18:56
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/23/2019 20:09,6/23/2019 20:09,+00:00,413024,413047,506323912,482.87,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/23/2019 20:14,6/23/2019 20:14,+00:00,ITSCPIX2,6/23/2019 20:09
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/24/2019 18:57,6/24/2019 18:57,+00:00,1479093,1479116,999846446,953.53,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/24/2019 18:59,6/24/2019 18:59,+00:00,ITSCPIX2,6/24/2019 18:57
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/25/2019 19:01,6/25/2019 19:01,+00:00,1372113,1372136,999863037,953.54,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/25/2019 19:04,6/25/2019 19:04,+00:00,ITSCPIX2,6/25/2019 19:01
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/26/2019 18:59,6/26/2019 18:59,+00:00,1392908,1392931,999342475,953.05,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/26/2019 19:05,6/26/2019 19:05,+00:00,ITSCPIX2,6/26/2019 18:59
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/27/2019 19:02,6/27/2019 19:02,+00:00,1442099,1442122,999537168,953.23,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/27/2019 19:05,6/27/2019 19:05,+00:00,ITSCPIX2,6/27/2019 19:02
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/28/2019 18:59,6/28/2019 18:59,+00:00,1375068,1375091,999360874,953.06,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/28/2019 19:00,6/28/2019 19:00,+00:00,ITSCPIX2,6/28/2019 18:59
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/29/2019 18:56,6/29/2019 18:56,+00:00,702430,702453,860939471,821.06,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/29/2019 19:00,6/29/2019 19:00,+00:00,ITSCPIX2,6/29/2019 18:56
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,6/30/2019 18:53,6/30/2019 18:53,+00:00,330196,330219,404782188,386.03,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,6/30/2019 18:56,6/30/2019 18:56,+00:00,ITSCPIX2,6/30/2019 18:53
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/1/2019 18:57,7/1/2019 18:57,+00:00,1573373,1573396,999536073,953.23,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/1/2019 19:01,7/1/2019 19:01,+00:00,ITSCPIX2,7/1/2019 18:57
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/2/2019 19:00,7/2/2019 19:00,+00:00,1437834,1437857,999272691,952.98,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/2/2019 19:03,7/2/2019 19:03,+00:00,ITSCPIX2,7/2/2019 19:00
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/3/2019 19:00,7/3/2019 19:00,+00:00,1426347,1426370,999250662,952.96,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/3/2019 19:03,7/3/2019 19:03,+00:00,ITSCPIX2,7/3/2019 19:00
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/4/2019 18:59,7/4/2019 18:59,+00:00,1405785,1405808,999026873,952.75,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/4/2019 19:04,7/4/2019 19:04,+00:00,ITSCPIX2,7/4/2019 18:59
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/5/2019 18:58,7/5/2019 18:58,+00:00,1362245,1362268,999674406,953.36,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/5/2019 18:59,7/5/2019 18:59,+00:00,ITSCPIX2,7/5/2019 18:58
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/6/2019 18:55,7/6/2019 18:55,+00:00,692469,692492,848729691,809.41,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/6/2019 18:59,7/6/2019 18:59,+00:00,ITSCPIX2,7/6/2019 18:55
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/7/2019 18:52,7/7/2019 18:52,+00:00,432998,433021,530805828,506.22,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/7/2019 18:55,7/7/2019 18:55,+00:00,ITSCPIX2,7/7/2019 18:52
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/8/2019 18:56,7/8/2019 18:56,+00:00,1567783,1567806,999658461,953.35,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/8/2019 19:00,7/8/2019 19:00,+00:00,ITSCPIX2,7/8/2019 18:56
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/9/2019 19:01,7/9/2019 19:01,+00:00,1421741,1421764,999693981,953.38,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/9/2019 19:05,7/9/2019 19:05,+00:00,ITSCPIX2,7/9/2019 19:01
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/10/2019 19:00,7/10/2019 19:00,+00:00,1433143,1433166,999649522,953.34,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/10/2019 19:05,7/10/2019 19:05,+00:00,ITSCPIX2,7/10/2019 19:00
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/11/2019 18:59,7/11/2019 18:59,+00:00,1403150,1403173,999860539,953.54,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/11/2019 19:01,7/11/2019 19:01,+00:00,ITSCPIX2,7/11/2019 18:59
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/12/2019 18:58,7/12/2019 18:58,+00:00,1368046,1368069,999765146,953.45,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/12/2019 19:01,7/12/2019 19:01,+00:00,ITSCPIX2,7/12/2019 18:58
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/13/2019 18:57,7/13/2019 18:57,+00:00,720429,720452,882958131,842.05,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/13/2019 19:01,7/13/2019 19:01,+00:00,ITSCPIX2,7/13/2019 18:57
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/14/2019 18:53,7/14/2019 18:53,+00:00,431929,431952,529500320,504.97,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/14/2019 18:57,7/14/2019 18:57,+00:00,ITSCPIX2,7/14/2019 18:53
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/15/2019 18:57,7/15/2019 18:57,+00:00,1559754,1559777,999843870,953.53,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/15/2019 19:02,7/15/2019 19:02,+00:00,ITSCPIX2,7/15/2019 18:57
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/16/2019 18:59,7/16/2019 18:59,+00:00,1453263,1453286,999344785,953.05,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/16/2019 19:02,7/16/2019 19:02,+00:00,ITSCPIX2,7/16/2019 18:59
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/17/2019 18:59,7/17/2019 18:59,+00:00,1462515,1462538,999652826,953.34,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/17/2019 19:02,7/17/2019 19:02,+00:00,ITSCPIX2,7/17/2019 18:59
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/18/2019 18:58,7/18/2019 18:58,+00:00,1451470,1451493,999143139,952.86,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/18/2019 19:03,7/18/2019 19:03,+00:00,ITSCPIX2,7/18/2019 18:58
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/19/2019 18:59,7/19/2019 18:59,+00:00,1395018,1395041,999900868,953.58,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/19/2019 19:03,7/19/2019 19:03,+00:00,ITSCPIX2,7/19/2019 18:59
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/20/2019 18:58,7/20/2019 18:58,+00:00,721814,721837,884691382,843.71,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/20/2019 19:03,7/20/2019 19:03,+00:00,ITSCPIX2,7/20/2019 18:58
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/21/2019 18:54,7/21/2019 18:54,+00:00,429694,429717,526756526,502.35,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/21/2019 18:58,7/21/2019 18:58,+00:00,ITSCPIX2,7/21/2019 18:54
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/22/2019 19:00,7/22/2019 19:00,+00:00,1547047,1547070,999257333,952.97,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/22/2019 19:04,7/22/2019 19:04,+00:00,ITSCPIX2,7/22/2019 19:00
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/23/2019 19:02,7/23/2019 19:02,+00:00,1466429,1466452,999472013,953.17,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/23/2019 19:04,7/23/2019 19:04,+00:00,ITSCPIX2,7/23/2019 19:02
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/24/2019 19:00,7/24/2019 19:00,+00:00,1427480,1427503,999746344,953.43,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/24/2019 19:05,7/24/2019 19:05,+00:00,ITSCPIX2,7/24/2019 19:00
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/25/2019 19:00,7/25/2019 19:00,+00:00,1421775,1421798,999702771,953.39,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/25/2019 19:05,7/25/2019 19:05,+00:00,ITSCPIX2,7/25/2019 19:00
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/26/2019 18:59,7/26/2019 18:59,+00:00,1385929,1385952,999776607,953.46,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/26/2019 19:01,7/26/2019 19:01,+00:00,ITSCPIX2,7/26/2019 18:59
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/27/2019 18:56,7/27/2019 18:56,+00:00,707914,707937,867649371,827.45,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/27/2019 19:01,7/27/2019 19:01,+00:00,ITSCPIX2,7/27/2019 18:56
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/28/2019 18:52,7/28/2019 18:52,+00:00,419485,419508,514222720,490.4,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/28/2019 18:56,7/28/2019 18:56,+00:00,ITSCPIX2,7/28/2019 18:52
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/29/2019 18:57,7/29/2019 18:57,+00:00,1497095,1497118,999998959,953.67,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/29/2019 19:02,7/29/2019 19:02,+00:00,ITSCPIX2,7/29/2019 18:57
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/30/2019 18:59,7/30/2019 18:59,+00:00,1419647,1419670,999124586,952.84,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/30/2019 19:02,7/30/2019 19:02,+00:00,ITSCPIX2,7/30/2019 18:59
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,7/31/2019 18:58,7/31/2019 18:58,+00:00,1469212,1469235,999926628,953.6,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,7/31/2019 19:02,7/31/2019 19:02,+00:00,ITSCPIX2,7/31/2019 18:58
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/1/2019 19:03,8/1/2019 19:03,+00:00,1425679,1425702,999544128,953.24,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/1/2019 19:08,8/1/2019 19:08,+00:00,ITSCPIX2,8/1/2019 19:03
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/2/2019 18:59,8/2/2019 18:59,+00:00,1346896,1346919,999897829,953.58,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/2/2019 19:03,8/2/2019 19:03,+00:00,ITSCPIX2,8/2/2019 18:59
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/3/2019 18:57,8/3/2019 18:57,+00:00,715093,715116,876460828,835.86,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/3/2019 18:58,8/3/2019 18:58,+00:00,ITSCPIX2,8/3/2019 18:57
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/4/2019 18:53,8/4/2019 18:53,+00:00,445356,445379,545975038,520.68,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/4/2019 18:54,8/4/2019 18:54,+00:00,ITSCPIX2,8/4/2019 18:53
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/5/2019 18:57,8/5/2019 18:57,+00:00,1577234,1577257,999274196,952.98,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/5/2019 18:59,8/5/2019 18:59,+00:00,ITSCPIX2,8/5/2019 18:57
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/6/2019 18:59,8/6/2019 18:59,+00:00,1502159,1502182,999307891,953.01,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/6/2019 19:05,8/6/2019 19:05,+00:00,ITSCPIX2,8/6/2019 18:59
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/7/2019 18:59,8/7/2019 18:59,+00:00,1537345,1537368,999431546,953.13,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/7/2019 19:00,8/7/2019 19:00,+00:00,ITSCPIX2,8/7/2019 18:59
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/8/2019 19:00,8/8/2019 19:00,+00:00,1503532,1503555,999968407,953.64,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/8/2019 19:01,8/8/2019 19:01,+00:00,ITSCPIX2,8/8/2019 19:00
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/9/2019 19:00,8/9/2019 19:00,+00:00,1460784,1460807,999498683,953.2,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/9/2019 19:01,8/9/2019 19:01,+00:00,ITSCPIX2,8/9/2019 19:00
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/10/2019 19:07,8/10/2019 19:07,+00:00,692184,692207,848352934,809.05,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/10/2019 19:12,8/10/2019 19:12,+00:00,ITSCPIX2,8/10/2019 19:07
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/11/2019 18:53,8/11/2019 18:53,+00:00,440007,440030,539364110,514.38,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/11/2019 18:57,8/11/2019 18:57,+00:00,ITSCPIX2,8/11/2019 18:53
F5796EU1,ITORDER,ITSCPIX2,ITSCPIX2,RDY,8/12/2019 18:58,8/12/2019 18:58,+00:00,1586763,1586786,999908411,953.59,ITIDR18 - itseelm-lx0169.ikea.com,ITIDR18 - itseelm-lx0169.ikea.com,OMS,SCPIX,,,,,8/12/2019 19:02,8/12/2019 19:02,+00:00,ITSCPIX2,8/12/2019 18:58
